County,Cases,Deaths
Fulton,1918,62
Dougherty,1327,83
Dekalb,1232,18
Cobb,970,46
Gwinnett,889,32
Clayton,462,13
Hall,402,5
Henry,329,5
Sumter,276,14
Lee,264,15
Carroll,243,7
Cherokee,238,8
Bartow,237,20
Douglas,201,6
Muscogee,187,4
Mitchell,177,21
Richmond,177,8
Chatham,160,5
Forsyth,158,5
Houston,152,9
Early,145,6
Coweta,139,3
Upson,139,5
Terrell,137,11
Randolph,133,7
Fayette,123,5
Floyd,121,6
Paulding,119,5
Newton,114,3
Bibb,113,1
Worth,112,4
Thomas,109,10
Rockdale,107,6
Clarke,102,12
Spalding,97,5
Colquitt,94,5
Baldwin,93,2
Crisp,93,1
Columbia,81,0
Tift,77,4
Lowndes,76,3
Troup,73,4
Ware,69,5
Barrow,68,3
Coffee,67,3
Calhoun,59,2
Dooly,58,4
Walton,54,3
Decatur,51,0
Gordon,49,5
Pierce,48,2
Turner,48,1
Glynn,44,0
Habersham,44,2
Oconee,44,0
Butts,37,0
Dawson,37,2
Jackson,37,1
Macon,37,0
Laurens,35,1
Greene,34,1
Burke,32,2
Whitfield,32,3
Mcduffie,31,2
Oglethorpe,31,1
Bryan,30,2
Wilcox,30,0
Meriwether,28,0
Peach,28,2
Harris,27,1
Polk,27,0
Camden,26,0
Liberty,26,0
Pike,26,1
Effingham,24,1
Stephens,24,0
Bulloch,23,1
Grady,23,1
Johnson,23,1
Washington,22,0
Brooks,21,2
Lamar,21,0
Haralson,20,1
Miller,19,0
Seminole,19,1
Dodge,18,0
Baker,17,2
Catoosa,17,0
Clay,17,2
Marion,17,0
Morgan,17,0
Murray,17,0
Toombs,17,2
Jones,15,0
Wilkinson,15,1
Appling,14,0
Bacon,14,1
Brantley,14,1
Fannin,14,0
Madison,14,1
Monroe,14,1
Pickens,14,2
Talbot,14,1
White,14,0
Schley,13,1
Walker,13,0
Irwin,12,0
Jenkins,12,1
Putnam,12,0
Crawford,11,0
Emanuel,11,0
Lumpkin,11,0
Pulaski,11,1
Telfair,11,0
Ben Hill,10,0
Jasper,10,0
Screven,10,1
Banks,9,0
Chattooga,9,1
Cook,9,0
Jefferson,9,1
Lincoln,9,0
Stewart,9,0
Taylor,9,2
Warren,9,0
Wilkes,9,0
Berrien,8,0
Gilmer,8,0
Towns,8,0
Union,8,1
Clinch,7,0
Elbert,7,0
Franklin,7,0
Rabun,7,0
Dade,6,1
Hancock,6,0
Wayne,6,0
Charlton,5,0
Chattahoochee,5,0
Hart,5,0
Heard,5,1
Lanier,5,1
Tattnall,5,0
Candler,4,0
Mcintosh,4,0
Twiggs,4,0
Bleckley,3,0
Echols,3,0
Jeff Davis,3,0
Quitman,3,1
Webster,3,0
Wheeler,3,0
Atkinson,2,0
Evans,2,0
Long,2,0
Montgomery,2,0
Treutlen,1,0
Unknown,171,0
Non-Georgia Resident,686,6
